"","Artist","Title","Year","Country","track_title","line","lyric"
"1","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",1,"The satellite's trackin' Santa"
"2","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",2,"We text our Christmas list"
"3","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",3,"And leave our mobile numbers"
"4","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",4,"To help out ole' Saint Nick"
"5","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",5,"Sometimes we stop and wonder"
"6","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",6,"Has that ole' bubble burst?"
"7","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",7,"Or will this Christmas morning be like the first?"
"8","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",8,"But tonight we still thank Bethlehem"
"9","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",9,"And bless the Lord for love again"
"10","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",10,"Bring peace on earth goodwill to men"
"11","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",11,"It's the future not the past"
"12","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",12,"Lets have a:"
"13","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",13,"First night"
"14","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",14,"Star bright"
"15","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",15,"Child of light"
"16","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",16,"So right"
"17","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",17,"21st century Christmas"
"18","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",18,"Magic morn"
"19","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",19,"Tree adorn"
"20","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",20,"Child is born"
"21","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",21,"Safe and warm"
"22","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",22,"21st century Christmas"
"23","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",23,"We'll microwave some popcorn"
"24","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",24,"Put on a DVD"
"25","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",25,"Fax Tiny Tim a thank you"
"26","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",26,"For blessing you and me"
"27","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",27,"Sometimes we watch and wonder"
"28","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",28,"Has Christmas lost its touch?"
"29","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",29,"Can a world beyond the money"
"30","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",30,"Be worth that much?"
"31","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",31,"And tonight as we thank Bethlehem"
"32","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",32,"And bless the Lord for love again"
"33","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",33,"Bring peace on earth, goodwill to men"
"34","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",34,"The future is the past"
"35","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",35,"We'll have a:"
"36","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",36,"First night"
"37","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",37,"Star bright"
"38","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",38,"Child of light"
"39","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",39,"So right"
"40","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",40,"21st century Christmas"
"41","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",41,"We got a:"
"42","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",42,"Magic morn"
"43","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",43,"Tree adorn"
"44","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",44,"Child is born"
"45","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",45,"Safe and warm"
"46","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",46,"21st century Christmas"
"47","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",47,"Yeah!.yeah!.oh!oh!!"
"48","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",48,"The satellite's trackin' Santa"
"49","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",49,"He's got our Christmas list"
"50","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",50,"We left our mobile numbers To help out ole! Saint Nick"
"51","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",51,"Sometimes we stop and wonder"
"52","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",52,"Has that ole! bubble burst?"
"53","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",53,"Or will this Christmas morning be like the first?"
"54","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",54,"But tonight as we thank Bethlehem"
"55","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",55,"And bless the Lord for love again"
"56","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",56,"Bring peace on earth goodwill to men"
"57","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",57,"The future is the past"
"58","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",58,"Bring on a:"
"59","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",59,"First night"
"60","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",60,"Star bright"
"61","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",61,"Child of light"
"62","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",62,"So right"
"63","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",63,"21st century Christmas"
"64","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",64,"We got a:"
"65","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",65,"Magic morn"
"66","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",66,"Tree adorn"
"67","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",67,"Child is born"
"68","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",68,"Safe and warm"
"69","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",69,"21st century Christmas"
"70","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",70,"Wait for snow"
"71","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",71,"Mistletoe Eyes aglow"
"72","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",72,"Ho, ho, ho, ho!"
"73","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",73,"Special wish"
"74","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",74,"Writing list"
"75","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",75,"Hug and kiss"
"76","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",76,"All of this"
"77","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",77,"21st century Christmas"
"78","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",78,"The satellite's trackin' Santa"
"79","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",79,"Got him for you and me"
"80","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",80,"I hope his flight is right on time"
"81","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",81,"He's got my Christmas tree"
"82","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",82,"The microwave's (full) of popcorn"
"83","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",83,"Put on a DVD"
"84","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",84,"And pray for peace on earth tonight"
"85","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",85,"It's all we really need"
"86","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",86,"It's all we really need"
"87","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",87,"It's all we really need"
"88","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",88,"It's all we really need"
"89","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",89,"It's all we really need"
"90","Cliff Richard","""21st Century Christmas""",2006,"UK","21st Century Christmas",90,"It's all we really need fade..."
"91","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",1,"I don't want a lot for Christmas"
"92","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",2,"There is just one thing I need"
"93","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",3,"I don't care about the presents"
"94","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",4,"Underneath the Christmas tree"
"95","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",5,"I just want you for my own"
"96","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",6,"More than you could ever know"
"97","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",7,"Make my wish come true"
"98","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",8,"All I want for Christmas is you, yeah"
"99","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",9,"I don't want a lot for Christmas"
"100","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",10,"There is just one thing I need (And I)"
"101","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",11,"Don't care about the presents"
"102","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",12,"Underneath the Christmas tree"
"103","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",13,"I don't need to hang my stocking"
"104","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",14,"There upon the fireplace (Ah)"
"105","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",15,"Santa Claus won't make me happy"
"106","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",16,"With a toy on Christmas Day"
"107","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",17,"I just want you for my own (Ooh)"
"108","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",18,"More than you could ever know (Ooh)"
"109","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",19,"Make my wish come true"
"110","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",20,"All I want for Christmas is you"
"111","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",21,"You, baby"
"112","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",22,"Oh, I won't ask for much this Christmas"
"113","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",23,"I won't even wish for snow (And I)"
"114","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",24,"I'm just gonna keep on waiting"
"115","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",25,"Underneath the mistletoe"
"116","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",26,"I won't make a list and send it"
"117","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",27,"To the North Pole for Saint Nick (Ah)"
"118","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",28,"I won't even stay awake to"
"119","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",29,"Hear those magic reindeer click"
"120","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",30,"'Cause I just want you here tonight (Ooh)"
"121","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",31,"Holding on to me so tight (Ooh)"
"122","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",32,"What more can I do?"
"123","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",33,"Oh baby, all I want for Christmas is you"
"124","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",34,"You, baby"
"125","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",35,"Oh, all the lights are shining"
"126","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",36,"So brightly everywhere (So brightly, baby)"
"127","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",37,"And the sound of children's"
"128","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",38,"Laughter fills the air (Oh, oh yeah)"
"129","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",39,"And everyone is singing (Oh yeah)"
"130","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",40,"I hear those sleigh bells ringing (Oh)"
"131","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",41,"Santa, won't you bring me the one I really need? (Yeah, oh, oh)"
"132","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",42,"Won't you please bring my baby to me?"
"133","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",43,"Oh, I don't want a lot for Christmas"
"134","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",44,"This is all I'm asking for (Ah)"
"135","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",45,"I just wanna see my baby"
"136","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",46,"Standing right outside my door"
"137","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",47,"Oh, I just want you for my own (Ooh)"
"138","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",48,"More than you could ever know (Ooh)"
"139","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",49,"Make my wish come true"
"140","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",50,"Oh baby, all I want for Christmas is you"
"141","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",51,"You, baby"
"142","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",52,"All I want for Christmas is you, baby (You)"
"143","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",53,"All I want for Christmas is you, baby (Ah, oh, ah, oh)"
"144","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",54,"All I want for Christmas is you, baby (You)"
"145","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",55,"All I want for Christmas is you, baby (All I really want, baby, ooh)"
"146","Mariah Carey","""All I Want for Christmas Is You""",1994,"UK","All I Want for Christmas Is You",56,"All I want for Christmas is you, baby (All I want, all I really want is you)"
"147","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",1,"Verse 1:"
"148","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",2,"The cold wind is blowin' and the streets are getting dark"
"149","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",3,"I'm writin' you a letter and I don't know where to start"
"150","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",4,"The bells will be ringin' Saint John the Divine"
"151","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",5,"I get a little lonely every year around this time"
"152","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",6,"The music plays all night in Little Italy"
"153","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",7,"The lights will be going up on old Rockefeller tree"
"154","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",8,"People window shopping on Fifth Avenue"
"155","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",9,"All I want for Christmas is you"
"156","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",10,"Chorus:"
"157","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",11,"I've got to know (Nobody ought to be all alone on Christmas)"
"158","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",12,"Where do the lonely hearts go(Nobody ought to be all alone on Christmas)"
"159","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",13,"Oh cause' nobody ought to be all alone on Christmas"
"160","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",14,"Verse 2:"
"161","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",15,"Things are different since you've been here last"
"162","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",16,"Childhood dreaming is a thing of the past"
"163","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",17,"Maybe you can bring us some hope this year"
"164","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",18,"Visions of sugar plums have disappeared"
"165","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",19,"Do you remember sleigh riding in the snow"
"166","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",20,"And dancing all night to ""Baby, Please Come Home"""
"167","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",21,"Today's celebration is bittersweet"
"168","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",22,"There's mothers and children in the street"
"169","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",23,"Chorus:"
"170","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",24,"I wanna know (Nobody ought to be all alone on Christmas)"
"171","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",25,"Where do lonely hearts go (Nobody ought to be all alone on Christmas)"
"172","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",26,"Cause' nobody ought to be all alone on Christmas"
"173","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",27,"Verse 3:"
"174","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",28,"I'm all grown up but I'm the same you'll see"
"175","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",29,"I'm writing you this letter cause I still believe"
"176","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",30,"Dear Santa I've been good this year"
"177","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",31,"Can't you stay a little while with me right here"
"178","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",32,"Ooooooh"
"179","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",33,"I've got to know"
"180","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",34,"Saxophone Instrumental"
"181","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",35,"(Tell me) I've got to know (Nobody ought to be alone on Christmas)"
"182","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",36,"Where do lonely hearts go"
"183","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",37,"Oooooh, Because nobody ought to be all alone on Christmas"
"184","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",38,"Oooh, nobody ought to be all alone on Christmas"
"185","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",39,"Oooohhh, nobody ought to be"
"186","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",40,"Oooh yeah on Christmas (Nobody ought to be alone on Christmas)"
"187","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",41,"All alone on Christmas (Nobody ought to be alone on Christmas)"
"188","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",42,"Tell me I've got to know (Nobody ought to be alone on Christmas)"
"189","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",43,"Don't leave me alone (Nobody ought to be alone on Christmas)"
"190","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",44,"All alone  on Christmas (Nobody ought to be alone on Christmas)"
"191","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",45,"Tell me I've got to know (Nobody ought to be alone on Christmas)"
"192","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",46,"Where do they all go (Nobody ought to be alone on Christmas)"
"193","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",47,"Where do lonely hearts go (Nobody ought to be alone on Christmas)"
"194","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",48,"I've got to know (Nobody ought to be alone on Christmas)"
"195","Darlene Love","""All Alone on Christmas""",1992,"UK","All Alone on Christmas",49,"Nobody on Christmas (Nobody ought to be alone on Christmas)"
"196","Slade","""All Join Hands""",1984,"UK","All Join Hands",1,"I remember the time when I saw you"
"197","Slade","""All Join Hands""",1984,"UK","All Join Hands",2,"Standing there all alone in a crowd"
"198","Slade","""All Join Hands""",1984,"UK","All Join Hands",3,"I remember the time coz we drunk too much wine"
"199","Slade","""All Join Hands""",1984,"UK","All Join Hands",4,"We all join hands and we all join hands"
"200","Slade","""All Join Hands""",1984,"UK","All Join Hands",5,"So let's all join hands here and now"
"201","Slade","""All Join Hands""",1984,"UK","All Join Hands",6,"All the girls get a kiss in the ballroom"
"202","Slade","""All Join Hands""",1984,"UK","All Join Hands",7,"All the boys Brahms & Lizst on the floor"
"203","Slade","""All Join Hands""",1984,"UK","All Join Hands",8,"I remember the time when we sang Auld Lang syne"
"204","Slade","""All Join Hands""",1984,"UK","All Join Hands",9,"We all join hands and we all join hands"
"205","Slade","""All Join Hands""",1984,"UK","All Join Hands",10,"So let's all join hands here and now"
"206","Slade","""All Join Hands""",1984,"UK","All Join Hands",11,"Have the time of your life when you're younger"
"207","Slade","""All Join Hands""",1984,"UK","All Join Hands",12,"And have the time of your life when you're old"
"208","Slade","""All Join Hands""",1984,"UK","All Join Hands",13,"Drink the wine ' feeling fine as we sang Auld Lang syne"
"209","Slade","""All Join Hands""",1984,"UK","All Join Hands",14,"We all join hands and we all join hands"
"210","Slade","""All Join Hands""",1984,"UK","All Join Hands",15,"So let's all join hands here and now"
"211","Slade","""All Join Hands""",1984,"UK","All Join Hands",16,"We all join hands and we all join hands"
"212","Slade","""All Join Hands""",1984,"UK","All Join Hands",17,"So let's all join hands here and now"
"213","Slade","""All Join Hands""",1984,"UK","All Join Hands",18,"Here and now"
"214","Slade","""All Join Hands""",1984,"UK","All Join Hands",19,"Here and now"
"215","Slade","""All Join Hands""",1984,"UK","All Join Hands",20,"Here and now"
"216","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",1,"It's baby's first Christmas"
"217","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",2,"It's somethin' to see"
"218","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",3,"Mommy and Daddy"
"219","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",4,"Trimmin' baby's Christmas tree"
"220","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",5,"Baby's big brother"
"221","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",6,"Is busy with his toys"
"222","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",7,"He's shinin' up the chimney"
"223","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",8,"For Santa Claus!"
"224","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",9,"It's baby's first Christmas"
"225","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",10,"And oh, what a joy"
"226","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",11,"Shopping all around"
"227","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",12,"For every pretty toy"
"228","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",13,"It's a very special Christmas"
"229","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",14,"A blessing from above"
"230","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",15,"It's baby's first Christmas"
"231","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",16,"A Christmas full of love!"
"232","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",17,"It's baby's first Christmas"
"233","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",18,"And oh, what a joy"
"234","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",19,"Shopping all around"
"235","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",20,"For every pretty toy"
"236","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",21,"It's a very special Christmas"
"237","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",22,"A blessing from above"
"238","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",23,"It's baby's first Christmas"
"239","Connie Francis","""Baby's First Christmas""",1961,"UK","Baby’s First Christmas",24,"A Christmas full of love!"
"240","Elvis Presley","""Blue Christmas""",1964,"UK","Blue Christmas",1,"I'll have a Blue Christmas without you"
"241","Elvis Presley","""Blue Christmas""",1964,"UK","Blue Christmas",2,"(Ooh, ooh, ooh, ooh)"
"242","Elvis Presley","""Blue Christmas""",1964,"UK","Blue Christmas",3,"I'll be so blue just thinking about you"
"243","Elvis Presley","""Blue Christmas""",1964,"UK","Blue Christmas",4,"(Ooh, ooh, ooh, ooh)"
"244","Elvis Presley","""Blue Christmas""",1964,"UK","Blue Christmas",5,"Decorations of red on a green Christmas tree"
"245","Elvis Presley","""Blue Christmas""",1964,"UK","Blue Christmas",6,"(Ahh, ahh)"
"246","Elvis Presley","""Blue Christmas""",1964,"UK","Blue Christmas",7,"Won't be the same dear, if you're not here with me"
"247","Elvis Presley","""Blue Christmas""",1964,"UK","Blue Christmas",8,"(Ooh)"
"248","Elvis Presley","""Blue Christmas""",1964,"UK","Blue Christmas",9,"And when those blue snowflakes start fallin'"
"249","Elvis Presley","""Blue Christmas""",1964,"UK","Blue Christmas",10,"(Ooh, ooh, ooh, ooh)"
"250","Elvis Presley","""Blue Christmas""",1964,"UK","Blue Christmas",11,"That's when those blue memories start callin'"
